Carat Weight,Color,Clarity,Depth,Table,Cut,Report,Price
1.3,H,VS1,61.7,56,Ideal,GIA,8459
1.51,J,VS2,61.6,59,Excellent,GIA,8464
1.01,E,VS2,62.1,56,Excellent,GIA,8464
1.27,D,SI1,60.2,59,Excellent,GIA,8464
1.08,F,VS1,60.3,59,Excellent,GIA,8464
1.02,F,VS1,61.3,55,Very Good,GIA,8465
1.18,H,VVS2,60.4,61,Excellent,GIA,8466
1.06,G,VS1,62.7,56,Excellent,GIA,8467
1,E,VS1,62.7,58,Very Good,GIA,8467
1.29,H,VS2,60.6,58,Excellent,GIA,8467
1.33,I,VVS2,61.7,57,Ideal,GIA,8468
1.02,G,VS1,61.6,59,Excellent,GIA,8469
1.23,G,VS2,62.2,58,Excellent,GIA,8469
1.02,E,VS2,62.6,56,Excellent,GIA,8469
1.02,E,VS2,62.1,56,Excellent,GIA,8469
1.18,H,IF,61.3,57,Ideal,GIA,8469
1.5,J,VVS1,63.2,57,Very Good,GIA,8470
1.01,F,VS1,58.8,60,Very Good,GIA,8471
1.58,J,VS1,63.2,59,Very Good,GIA,8473
1.01,E,VS1,61.2,59,Very Good,GIA,8476
1.01,E,VS1,59.5,59,Good,GIA,8476
1.45,H,SI1,62.5,56,Excellent,AGS,8477
1.51,F,SI2,62.1,59,Very Good,GIA,8478
1.54,J,VS1,61,60,Excellent,GIA,8478
1.5,I,VS2,62.9,61,Good,GIA,8709
1.51,G,SI2,61.3,58,Excellent,GIA,8710
1.01,E,VS1,62.9,58,Very Good,GIA,8711
1.51,I,SI1,62.7,61,Very Good,GIA,8712
1,D,VS2,61.9,57,Ideal,GIA,8712
1.23,G,VS2,60.9,57,Ideal,GIA,8713
1.4,I,VVS2,62.7,55,Excellent,GIA,8714
0.97,G,IF,62.1,58,Excellent,GIA,8714
1.55,I,SI1,63.1,60,Very Good,GIA,8716
1.13,H,VVS2,61.4,58,Excellent,GIA,8717
1.2,G,VS1,61.4,57,Excellent,GIA,8718
1.02,F,VVS2,63.3,58,Very Good,GIA,8720
1.18,F,VS2,60.1,59,Excellent,GIA,8723
2,K,SI2,59.8,61,Good,GIA,8723
1.3,H,VS1,60.9,57,Ideal,GIA,8723
1.5,G,SI2,62.5,56,Excellent,GIA,8723
1.25,G,VS1,61.8,58,Excellent,GIA,8724
1.51,I,SI1,61.1,59,Excellent,GIA,8725
1.07,E,VS2,61.7,57,Excellent,GIA,8729
1.55,H,SI2,61.8,59,Excellent,GIA,8730
1.09,D,VS2,62.5,57,Excellent,GIA,8730
1.01,D,VS2,61.4,60,Excellent,GIA,8731
1.11,G,VVS2,61.3,56,Ideal,GIA,8731
1.6,J,VS1,62.7,57,Very Good,GIA,8736
1.5,I,VS2,63.7,58,Very Good,GIA,8736
1.01,F,IF,59.4,62,Very Good,GIA,8959
1.24,G,VS2,62,58,Excellent,GIA,8961
1.52,I,SI1,58.1,62,Good,GIA,8962
1.04,F,VS1,62.2,57,Excellent,GIA,8962
1.22,G,VS1,61.9,59,Very Good,GIA,8964
1.01,G,VVS2,61.9,56,Ideal,GIA,8965
1.29,G,VS2,61.7,58,Excellent,GIA,8965
1.51,F,SI2,62.4,58,Excellent,GIA,8969
1.51,J,VVS2,57.8,64,Good,GIA,8969
1.51,I,VS2,62.5,57,Very Good,GIA,8969
1.51,F,SI2,62,58,Very Good,GIA,8969
1.04,E,VS1,63.6,55,Very Good,GIA,8970
1.53,I,SI1,61.6,56,Ideal,GIA,8970
1.31,I,VVS1,62,58,Excellent,GIA,8975
1.2,F,VS2,61.4,57,Ideal,GIA,8976
1.02,F,VS2,61,59,Excellent,GIA,8976
1.1,H,VVS1,59.7,59,Excellent,GIA,8978
1.58,H,SI2,61.8,58,Excellent,GIA,8979
1.01,F,VS1,62.4,61,Very Good,GIA,8982
1.01,E,VS1,62.6,57,Very Good,GIA,8982
1.01,E,VS1,62.6,60,Very Good,GIA,8982
1.5,G,SI2,62.6,56,Excellent,GIA,8983
1.76,K,VVS2,62.8,59,Very Good,GIA,8983
1.2,G,VS1,61.9,57,Excellent,GIA,8984
1.16,G,VS1,62.2,56,Excellent,GIA,8984
1.55,J,VVS2,62.3,60,Very Good,GIA,9207
1.26,D,SI1,61.8,56,Ideal,GIA,9207
1.2,E,VS2,61.9,57,Very Good,GIA,9207
1.51,E,SI2,61.3,58,Good,GIA,9209
1.21,E,VS2,61.6,56,Ideal,GIA,9215
1,E,VS1,62.2,56,Excellent,GIA,9216
2.02,K,SI2,63.4,56,Very Good,GIA,9217
1.5,E,SI2,58.9,61,Very Good,GIA,9217
1.63,K,VVS2,62.1,58,Excellent,GIA,9218
1.51,G,SI2,61.5,59,Excellent,GIA,9219
1.21,G,VS1,62.3,56,Excellent,GIA,9223
1.52,I,VS2,61.9,56,Ideal,GIA,9224
1.7,I,SI2,62.8,59,Very Good,GIA,9225
1.1,F,VS1,59.3,60,Excellent,GIA,9226
1.51,G,SI2,60.7,59,Excellent,GIA,9227
1.51,I,SI1,60.9,60,Excellent,GIA,9227
1.03,G,VVS2,62.4,57,Excellent,GIA,9227
1.19,G,VVS2,59.9,62,Very Good,GIA,9228
1.58,H,SI1,62.7,54,Excellent,GIA,9229
1.73,I,SI2,62.7,55,Very Good,GIA,9230
1.5,I,VS2,62,56,Excellent,GIA,9231
1.52,I,VS2,61.1,59,Excellent,GIA,9232
1.06,D,VS2,62.2,57,Excellent,GIA,9235
1.56,H,SI2,60.3,59,Excellent,GIA,9235
1.54,J,VVS1,62.1,55,Excellent,GIA,9239
1.2,F,VS2,61.8,56,Excellent,GIA,9462
1.34,D,SI1,61.4,59,Very Good,GIA,9464
1.46,I,VVS1,60.8,59,Excellent,AGS,9464
1.32,I,VVS1,61.8,58,Excellent,GIA,9465
1.04,G,VVS2,61.8,56,Ideal,GIA,9466
1.57,G,SI2,61.7,58,Excellent,GIA,9467
1.51,J,SI1,60.8,60,Very Good,GIA,9468
1.51,H,SI1,61.5,58,Excellent,GIA,9468
1.51,H,SI1,62.5,60,Excellent,GIA,9468
1.17,H,VVS2,60.7,58,Excellent,GIA,9468
1.7,I,SI1,62,56,Very Good,GIA,9469
1.15,H,VVS1,60.9,57,Ideal,GIA,9470
1.5,G,SI1,60.8,60,Excellent,GIA,9471
1.26,F,VS2,61.9,58,Excellent,GIA,9472
1.56,G,SI1,60.7,59,Excellent,GIA,9472
1.5,E,SI1,58.2,65,Good,GIA,9474
1,D,VS1,61,58,Very Good,GIA,9475
1.64,I,SI1,61.9,57,Ideal,GIA,9476
1.24,G,VS1,62.5,58,Very Good,GIA,9480
1.03,F,VS1,59,58,Excellent,GIA,9482
1.62,I,SI1,60.3,60,Excellent,GIA,9482
1.21,G,VVS2,62,61,Very Good,GIA,9483
0.83,D,IF,61.9,55,Ideal,GIA,9484
1.6,I,VS2,60.6,58,Excellent,GIA,9486
1,D,VS1,61.9,53,Excellent,GIA,9488
1.51,F,SI2,60.7,56,Ideal,GIA,9717
1.51,F,SI2,59.9,60,Excellent,GIA,9717
1.5,G,SI1,62.9,56,Very Good,GIA,9718
1.51,E,SI2,59.8,59,Very Good,GIA,9720
0.95,F,VVS1,60.5,57,Ideal,GIA,9721
1,F,VVS2,62.6,56,Excellent,GIA,9721
1.3,G,VS2,61.8,56,Ideal,GIA,9722
1.06,F,VVS2,62.3,59,Excellent,GIA,9724
1.62,I,SI1,60.1,59,Excellent,GIA,9725
1.62,G,SI2,62.9,56,Very Good,GIA,9725
1.53,G,SI1,62.8,59,Excellent,GIA,9726
1.48,H,SI1,59.9,60,Very Good,GIA,9726
1.03,F,VVS2,61.7,55,Ideal,GIA,9726
1.5,H,VS2,60.7,60,Excellent,GIA,9726
1.5,G,SI1,62.7,54,Excellent,GIA,9727
1,E,VS1,60.9,59,Very Good,GIA,9728
1.5,G,SI1,59.2,61,Very Good,GIA,9728
1.56,D,SI2,62.7,59,Very Good,GIA,9730
1.02,E,VS1,63.6,58,Very Good,GIA,9730
1.43,I,VVS2,62.6,57,Excellent,GIA,9732
1.1,D,VS2,62.1,56,Excellent,GIA,9732
1.1,G,VVS2,61.3,58,Excellent,GIA,9734
1.32,G,VS2,62,59,Excellent,GIA,9736
1.27,G,VS1,61.3,57,Ideal,GIA,9737
1.15,E,VS1,61.8,59,Very Good,GIA,9737
1.06,G,VVS1,61.8,56,Ideal,GIA,9969
1.51,H,SI1,62.8,57,Excellent,GIA,9973
1.57,I,VS2,61,59,Excellent,GIA,9973
1.14,G,VVS2,62.3,56,Excellent,GIA,9974
1.24,G,VS1,61.8,55,Ideal,GIA,9975
1.55,F,SI2,61.8,60,Excellent,GIA,9975
1.09,E,VVS2,62.2,57,Very Good,GIA,9976
1.01,G,IF,61,58,Excellent,GIA,9978
1.41,F,SI1,62.2,57,Excellent,GIA,9981
1.22,E,VS2,61.3,58,Excellent,GIA,9982
1.32,G,VS2,62.5,57,Excellent,GIA,9983
1.59,F,SI2,63,58,Excellent,GIA,9983
1.05,F,VVS2,61.3,59,Very Good,GIA,9984
2.02,J,SI2,63.7,58,Very Good,GIA,9984
1.01,D,VS1,60,63,Very Good,GIA,9984
0.94,D,VVS1,59.7,59,Excellent,GIA,9985
1.35,H,VVS2,62.5,56,Excellent,GIA,9988
1.3,G,VS1,61.7,55,Ideal,GIA,9993
1.3,G,VS1,61.5,56,Ideal,GIA,9993
1.3,G,VS1,61.4,58,Excellent,GIA,9993
1.51,F,SI1,61.6,59,Very Good,GIA,9994
1.51,D,SI2,62.2,58,Very Good,GIA,9996
1.73,I,SI1,61.8,58,Excellent,GIA,9996
1.7,I,SI1,63,53,Very Good,GIA,9998
1.55,I,VS2,61.4,57,Ideal,GIA,9999
1.54,I,VS1,60.7,55,Excellent,GIA,10000
